"Gene_ID","log2FC","p_value","adjusted_p_value","Regulation","Gene_Symbol","Gene_Name"
"ENSG00000150995",-2.32254132050675,0.0190905211918246,0.124521434805468,"NS","ITPR1","inositol 1,4,5-trisphosphate receptor type 1"
"ENSG00000174946",-3.84947073196898,0.00913150938192847,0.0753386099844321,"NS","GPR171","G protein-coupled receptor 171"
"ENSG00000181631",-2.55133927781644,0.00716303369577577,0.0636768205350591,"NS","P2RY13","purinergic receptor P2Y13"
"ENSG00000271778",-0.558063129210814,0.721805874083991,0.903333482467223,"NS",NA,NA
"ENSG00000261167",1.924841243474,0.0020985950704458,0.0273654335491034,"Up",NA,NA
"ENSG00000144821",3.47589262902785,5.2057754879709e-05,0.001863768219389,"Up","MYH15","myosin heavy chain 15"
"ENSG00000178732",-6.23280758516636,0.00257205832685415,0.0316111513438078,"Down","GP5","glycoprotein V platelet"
"ENSG00000168779",-0.177452289395369,0.924779990797835,0.976348915435378,"NS","SHOX2","SHOX homeobox 2"
"ENSG00000169855",-1.81451408316714,0.120085503444301,0.391383103400198,"NS","ROBO1","roundabout guidance receptor 1"
"ENSG00000196220",0.524032107402205,0.397420357447909,0.710734138283411,"NS","SRGAP3","SLIT-ROBO Rho GTPase activating protein 3"
"ENSG00000183662",-5.79829239090949,0.000120808407237342,0.00350644036306503,"Down","TAFA1","TAFA chemokine like family member 1"
"ENSG00000113811",-0.347027471119203,0.518520067250551,0.796679619928004,"NS","SELENOK","selenoprotein K"
"ENSG00000154781",0.0950985264526793,0.822738255467372,0.941706372748422,"NS","CCDC174","coiled-coil domain containing 174"
"ENSG00000180767",0.532194390175744,0.748409145472712,0.913248108194007,"NS","CHST13","carbohydrate sulfotransferase 13"
"ENSG00000213300",0.299991360908885,0.733665821894392,0.90795664920769,"NS",NA,NA
"ENSG00000197980",0.775340106216471,0.393484198286253,0.707420718161601,"NS","LEKR1","leucine, glutamate and lysine rich 1"
