"","Villous","Tubular","EarlyStage","Advanced"
"2406",0,0,1,1
"2407",0,0,1,0
"2408",0,0,1,0
"2409",0,0,1,0
"2410",0,0,1,1
"2411",0,0,1,0
"2412",0,0,1,1
"2413",0,0,1,0
"2414",0,0,1,1
"2415",0,0,1,1
"2416",0,0,1,0
"2417",0,0,1,1
"2418",0,0,1,1
"2419",0,0,1,1
"2420",0,0,1,1
"2421",0,0,1,1
"2422",0,0,1,0
"2423",0,0,1,1
"2424",0,0,1,0
"2425",0,0,1,1
"2426",0,0,1,1
"2427",0,0,1,1
"2428",0,0,1,1
"2429",0,0,1,1
"2430",0,0,1,0
"2431",0,0,1,0
"2432",0,0,1,1
"2433",0,0,1,0
"2434",0,0,1,1
"2435",0,0,1,0
"2436",0,0,1,1
"2437",0,0,1,1
"2438",0,0,1,1
"2439",0,0,1,1
"2440",0,0,1,1
"2441",0,0,1,0
"2442",0,0,1,1
"2443",0,0,1,0
"2444",0,0,1,1
"2445",0,0,1,1
"2446",0,0,1,1
"2447",0,0,1,0
"2448",0,0,1,0
"2449",0,0,1,1
"2450",0,0,1,0
"2451",0,0,1,1
"2452",0,0,1,1
"2453",0,0,1,1
"2454",0,0,1,1
"2455",0,0,1,1
"2456",0,0,1,0
"2457",0,0,1,1
"2458",0,0,1,0
"2459",0,0,1,0
"2460",0,0,1,1
"2461",0,0,1,1
"2462",0,0,1,1
"2463",0,0,1,1
"2464",0,0,1,1
"2465",0,0,1,1
"2466",0,0,1,0
"2467",0,0,1,1
"2468",0,0,1,1
"2469",0,0,1,0
"2470",0,0,1,1
"2471",0,0,1,1
"2472",0,0,1,0
"2473",0,0,1,0
"2474",0,0,1,1
"2475",0,0,1,0
"2476",0,0,1,1
"2477",0,0,1,1
"2478",0,0,1,0
"2479",0,0,1,0
"2480",0,0,1,0
"2481",0,0,1,0
"2482",0,0,1,1
"2483",0,0,1,0
"2484",0,0,1,1
"2485",0,0,1,1
"2486",0,0,1,0
"2487",0,0,1,0
"2488",0,0,1,1
"2489",0,0,1,0
"2490",0,0,1,1
"2491",0,0,1,1
"2492",0,0,1,1
"2493",0,0,1,1
"2494",0,0,1,1
"2495",0,0,1,1
"2496",0,0,1,1
"2497",0,0,1,1
"2498",0,0,1,0
"2499",0,0,1,1
"2500",0,0,1,1
"2501",0,0,1,1
"2502",0,0,1,1
"2503",0,0,1,0
"2504",0,0,1,1
"2505",0,0,1,1
"2506",0,0,1,0
"2507",0,0,1,1
"2508",0,0,1,1
"2509",0,0,1,1
"2510",0,0,1,0
"2511",0,0,1,0
"2512",0,0,1,0
"2513",0,0,1,0
"2514",0,0,1,1
"2515",0,0,1,1
"2516",0,0,1,1
"2517",0,0,1,0
"2518",0,0,1,1
"2519",0,0,1,1
"2520",0,0,1,0
"2521",0,0,1,1
"2522",0,0,1,1
"2523",0,0,1,1
"2524",0,0,1,0
"2525",0,0,1,1
"2526",0,0,1,1
"2527",0,0,1,1
"2528",0,0,1,1
"2529",0,0,1,1
"2530",0,0,1,1
"2531",0,0,1,1
"2532",0,0,1,1
"2533",0,0,1,1
"2534",0,0,1,1
"2535",0,0,1,1
"2536",0,0,1,0
"2537",0,0,1,1
"2538",0,0,1,1
"2539",0,0,1,0
"2540",0,0,1,1
"2541",0,0,1,1
"2542",0,0,1,0
"2543",0,0,1,1
"2544",0,0,1,1
"2545",0,0,1,1
"2546",0,0,1,1
"2547",0,0,1,1
"2548",0,0,1,0
"2549",0,0,1,0
"2550",0,0,1,1
"2551",0,0,1,1
"2552",0,0,1,1
"2553",0,0,1,0
"2554",0,0,1,0
"2555",0,0,1,1
"2556",0,0,1,0
"2557",0,0,1,0
"2558",0,0,1,1
"2559",0,0,1,0
"2560",0,0,1,1
"2561",0,0,1,0
"2562",0,0,1,1
"2563",0,0,1,0
"2564",0,0,1,1
"2565",0,0,1,0
"2566",0,0,1,1
"2567",0,0,1,0
"2568",0,0,1,0
"2569",0,0,1,1
"2570",0,0,1,1
"2571",0,0,1,1
"2572",0,0,1,0
"2573",0,0,1,0
"2574",0,0,1,1
"2575",0,0,1,0
"2576",0,0,1,1
"2577",0,0,1,1
"2578",0,0,1,0
"2579",0,0,1,1
"2580",0,0,1,0
"2581",0,0,1,1
"2582",0,0,1,0
"2583",0,0,1,1
"2584",0,0,1,1
"2585",0,0,1,0
"2586",0,0,1,1
"2587",0,0,1,1
"2588",0,0,1,1
"2589",0,0,1,0
"2590",0,0,1,1
"2591",0,0,1,1
"2592",0,0,1,1
"2593",0,0,1,0
"2594",0,0,1,0
"2595",0,0,1,1
"2596",0,0,1,1
"2597",0,0,1,1
"2598",0,0,1,1
"2599",0,0,1,1
"2600",0,0,1,0
"2601",0,0,1,1
"2602",0,0,1,0
"2603",0,0,1,0
"2604",0,0,1,1
"2605",0,0,1,0
"2606",0,0,1,0
"2607",0,0,1,0
"2608",0,0,1,1
"2609",0,0,1,0
"2610",0,0,1,0
"2611",0,0,1,1
"2612",0,0,1,1
"2613",0,0,1,0
"2614",0,0,1,1
"2615",0,0,1,1
"2616",0,0,1,1
"2617",0,0,1,1
"2618",0,0,1,1
"2619",0,0,1,1
"2620",0,0,1,1
"2621",0,0,1,1
"2622",0,0,1,0
"2623",0,0,1,0
"2624",0,0,1,0
"2625",0,0,1,0
"2626",0,0,1,1
"2627",0,0,1,1
"2628",0,0,1,1
"2629",0,0,1,1
"2630",0,0,1,1
"2631",0,0,1,0
"2632",0,0,1,1
"2633",0,0,1,0
"2634",0,0,1,1
"2635",0,0,1,1
"2636",0,0,1,1
"2637",0,0,1,1
"2638",0,0,1,1
"2639",0,0,1,1
"2640",0,0,1,1
"2641",0,0,1,0
"2642",0,0,1,1
"2643",0,0,1,0
"2644",0,0,1,1
"2645",0,0,1,1
"2646",0,0,1,1
"2647",0,0,1,1
"2648",0,0,1,1
"2649",0,0,1,1
"2650",0,0,1,1
"2651",0,0,1,0
"2652",0,0,1,1
"2653",0,0,1,0
"2654",0,0,1,1
"2655",0,0,1,0
"2656",0,0,1,1
"2657",0,0,1,1
"2658",0,0,1,1
"2659",0,0,1,0
"2660",0,0,1,0
"2661",0,0,1,1
"2662",0,0,1,1
"2663",0,0,1,1
"2664",0,0,1,1
"2665",0,0,1,0
"2666",0,0,1,0
"2667",0,0,1,0
"2668",0,0,1,1
"2669",0,0,1,1
"2670",0,0,1,1
"2671",0,0,1,0
"2672",0,0,1,0
"2673",0,0,1,1
"2674",0,0,1,1
"2675",0,0,1,1
"2676",0,0,1,1
"2677",0,0,1,0
"2678",0,0,1,1
"2679",0,0,1,0
"2680",0,0,1,1
"2681",0,0,1,1
"2682",0,0,1,0
"2683",0,0,1,0
"2684",0,0,1,0
"2685",0,0,1,0
"2686",0,0,1,1
"2687",0,0,1,0
"2688",0,0,1,1
"2689",0,0,1,0
"2690",0,0,1,1
"2691",0,0,1,1
"2692",0,0,1,1
"2693",0,0,1,0
"2694",0,0,1,1
"2695",0,0,1,1
"2696",0,0,1,1
"2697",0,0,1,1
"2698",0,0,1,1
"2699",0,0,1,1
"2700",0,0,1,1
"2701",0,0,1,0
"2702",0,0,1,0
"2703",0,0,1,1
"2704",0,0,1,1
"2705",0,0,1,0
"2706",0,0,1,0
"2707",0,0,1,1
"2708",0,0,1,1
"2709",0,0,1,1
"2710",0,0,1,0
"2711",0,0,1,1
"2712",0,0,1,1
"2713",0,0,1,1
"2714",0,0,1,0
"2715",0,0,1,1
"2716",0,0,1,0
"2717",0,0,1,0
"2718",0,0,1,0
"2719",0,0,1,0
"2720",0,0,1,0
"2721",0,0,1,1
"2722",0,0,1,0
"2723",0,0,1,1
"2724",0,0,1,0
"2725",0,0,1,0
"2726",0,0,1,1
"2727",0,0,1,1
"2728",0,0,1,0
"2729",0,0,1,1
"2730",0,0,1,1
"2731",0,0,1,1
"2732",0,0,1,1
"2733",0,0,1,1
"2734",0,0,1,0
"2735",0,0,1,1
"2736",0,0,1,1
"2737",0,0,1,1
"2738",0,0,1,1
"2739",0,0,1,1
"2740",0,0,1,1
"2741",0,0,1,0
"2742",0,0,1,1
"2743",0,0,1,1
"2744",0,0,1,0
"2745",0,0,1,1
"2746",0,0,1,1
"2747",0,0,1,0
"2748",0,0,1,0
"2749",0,0,1,1
"2750",0,0,1,1
"2751",0,0,1,1
"2752",0,0,1,0
"2753",0,0,1,0
"2754",0,0,1,0
"2755",0,0,1,1
"2756",0,0,1,0
"2757",0,0,1,1
"2758",0,0,1,1
"2759",0,0,1,1
"2760",0,0,1,0
"2761",0,0,1,0
"2762",0,0,1,1
"2763",0,0,1,1
"2764",0,0,1,1
"2765",0,0,1,0
"2766",0,0,1,1
"2767",0,0,1,0
"2768",0,0,1,0
"2769",0,0,1,1
"2770",0,0,1,1
"2771",0,0,1,1
"2772",0,0,1,0
"2773",0,0,1,1
"2774",0,0,1,1
"2775",0,0,1,0
"2776",0,0,1,0
"2777",0,0,1,0
"2778",0,0,1,1
"2779",0,0,1,0
"2780",0,0,1,1
"2781",0,0,1,1
"2782",0,0,1,0
"2783",0,0,1,1
"2784",0,0,1,1
"2785",0,0,1,1
"2786",0,0,1,1
"2787",0,0,1,1
"2788",0,0,1,0
"2789",0,0,1,0
"2790",0,0,1,1
"2791",0,0,1,1
"2792",0,0,1,0
"2793",0,0,1,1
"2794",0,0,1,0
"2795",0,0,1,0
"2796",0,0,1,0
"2797",0,0,1,0
"2798",0,0,1,0
"2799",0,0,1,1
"2800",0,0,1,0
"2801",0,0,1,1
"2802",0,0,1,0
"2803",0,0,1,0
"2804",0,0,1,0
"2805",0,0,1,1
"2806",0,0,1,1
"2807",0,0,1,1
"2808",0,0,1,1
"2809",0,0,1,1
"2810",0,0,1,1
"2811",0,0,1,1
"2812",0,0,1,0
"2813",0,0,1,1
"2814",0,0,1,1
"2815",0,0,1,0
"2816",0,0,1,1
"2817",0,0,1,1
"2818",0,0,1,1
"2819",0,0,1,0
"2820",0,0,1,0
"2821",0,0,1,0
"2822",0,0,1,1
"2823",0,0,1,0
"2824",0,0,1,0
"2825",0,0,1,0
"2826",0,0,1,0
"2827",0,0,1,1
"2828",0,0,1,0
"2829",0,0,1,1
"2830",0,0,1,0
"2831",0,0,1,0
"2832",0,0,1,0
"2833",0,0,1,0
"2834",0,0,1,1
"2835",0,0,1,0
"2836",0,0,1,1
"2837",0,0,1,1
"2838",0,0,1,1
"2839",0,0,1,1
"2840",0,0,1,1
"2841",0,0,1,1
"2842",0,0,1,1
"2843",0,0,1,1
"2844",0,0,1,0
"2845",0,0,1,0
"2846",0,0,1,1
"2847",0,0,1,1
"2848",0,0,1,0
"2849",0,0,1,1
"2850",0,0,1,1
"2851",0,0,1,0
"2852",0,0,1,1
"2853",0,0,1,1
"2854",0,0,1,1
"2855",0,0,1,0
"2856",0,0,1,1
"2857",0,0,1,0
"2858",0,0,1,1
"2859",0,0,1,1
"2860",0,0,1,1
"2861",0,0,1,1
"2862",0,0,1,1
"2863",0,0,1,1
"2864",0,0,1,1
"2865",0,0,1,0
"2866",0,0,1,0
"2867",0,0,1,0
"2868",0,0,1,1
"2869",0,0,1,0
"2870",0,0,1,1
"2871",0,0,1,0
"2872",0,0,1,0
"2873",0,0,1,0
"2874",0,0,1,1
"2875",0,0,1,1
"2876",0,0,1,1
"2877",0,0,1,0
"2878",0,0,1,1
"2879",0,0,1,0
"2880",0,0,1,0
"2881",0,0,1,0
"2882",0,0,1,0
"2883",0,0,1,1
"2884",0,0,1,0
"2885",0,0,1,1
"2886",0,0,1,0
"2887",0,0,1,1
"2888",0,0,1,1
"2889",0,0,1,1
"2890",0,0,1,0
"2891",0,0,1,1
"2892",0,0,1,1
"2893",0,0,1,1
"2894",0,0,1,0
"2895",0,0,1,0
"2896",0,0,1,0
"2897",0,0,1,1
"2898",0,0,1,1
"2899",0,0,1,0
"2900",0,0,1,0
"2901",0,0,1,0
"2902",0,0,1,0
"2903",0,0,1,0
"2904",0,0,1,0
"2905",0,0,1,1
"2906",0,0,1,0
"2907",0,0,1,1
"2908",0,0,1,0
"2909",0,0,1,1
"2910",0,0,1,1
"2911",0,0,1,0
"2912",0,0,1,1
"2913",0,0,1,0
"2914",0,0,1,0
"2915",0,0,1,1
"2916",0,0,1,1
"2917",0,0,1,0
"2918",0,0,1,1
"2919",0,0,1,0
"2920",0,0,1,1
"2921",0,0,1,1
"2922",0,0,1,0
"2923",0,0,1,0
"2924",0,0,1,0
"2925",0,0,1,0
"2926",0,0,1,1
"2927",0,0,1,0
"2928",0,0,1,1
"2929",0,0,1,1
"2930",0,0,1,0
"2931",0,0,1,1
"2932",0,0,1,0
"2933",0,0,1,1
"2934",0,0,1,1
"2935",0,0,1,0
"2936",0,0,1,0
"2937",0,0,1,1
"2938",0,0,0,1
"2939",0,0,0,1
"2940",0,0,0,1
"2941",0,0,0,1
"2942",0,0,0,1
"2943",0,0,0,1
"2944",0,0,0,1
"2945",0,0,0,1
"2946",0,0,0,1
"2947",0,0,0,1
"2948",0,0,0,1
"2949",0,0,0,1
"2950",0,0,0,1
"2951",0,0,0,1
"2952",0,0,0,1
"2953",0,0,0,1
"2954",0,0,0,1
"2955",0,0,0,1
"2956",0,0,0,1
"2957",0,0,0,1
"2958",0,0,0,1
"2959",0,0,0,1
"2960",0,0,0,1
"2961",0,0,0,1
"2962",0,0,0,1
"2963",0,0,0,1
"2964",0,0,0,1
"2965",0,0,0,1
"2966",0,0,0,1
"2967",0,0,0,1
"2968",0,0,0,1
"2969",0,0,0,1
"2970",0,0,0,1
"2971",0,0,0,1
"2972",0,0,0,1
"2973",0,0,0,1
"2974",0,0,0,1
"2975",0,0,0,1
"2976",0,0,0,1
"2977",0,0,0,1
"2978",0,0,0,1
"2979",0,0,0,1
"2980",0,0,0,1
"2981",0,0,0,1
"2982",0,0,0,1
"2983",0,0,0,1
"2984",0,0,0,1
"2985",0,0,0,1
"2986",0,0,0,1
"2987",0,0,0,1
"2988",0,0,0,1
"2989",0,0,0,1
"2990",0,0,0,1
"2991",0,0,0,1
"2992",0,0,0,1
"2993",0,0,0,1
"2994",0,0,0,1
"2995",0,0,0,1
"2996",0,0,0,1
"2997",0,0,0,1
"2998",0,0,0,1
"2999",0,0,0,1
"3000",0,0,0,1
"3001",0,0,0,1
"3002",0,0,0,1
"3003",0,0,0,1
"3004",0,0,0,1
"3005",0,0,0,1
"3006",0,0,0,1
"3007",0,0,0,1
"3008",0,0,0,1
"3009",0,0,0,1
"3010",0,0,0,1
"3011",0,0,0,1
"3012",0,0,0,1
"3013",0,0,0,1
"3014",0,0,0,1
"3015",0,0,0,1
"3016",0,0,0,1
"3017",0,0,0,1
"3018",0,0,0,1
"3019",0,0,0,1
"3020",0,0,0,1
"3021",0,0,0,1
"3022",0,0,0,1
"3023",0,0,0,1
"3024",0,0,0,1
"3025",0,0,0,1
"3026",0,0,0,1
"3027",0,0,0,1
"3028",0,0,0,1
"3029",0,0,0,1
"3030",0,0,0,1
"3031",0,0,0,1
"3032",0,0,0,1
"3033",0,0,0,1
"3034",0,0,0,1
"3035",0,0,0,1
"3036",0,0,0,1
"3037",0,0,0,1
"3038",0,0,0,1
"3039",0,0,0,1
"3040",0,0,0,1
"3041",0,0,0,1
"3042",0,0,0,1
"3043",0,0,0,1
"3044",0,0,0,1
"3045",0,0,0,1
"3046",0,0,0,1
"3047",0,0,0,1
"3048",0,0,0,1
"3049",0,0,0,1
"3050",0,0,0,1
"3051",0,0,0,1
"3052",0,0,0,1
"3053",0,0,0,1
"3054",0,0,0,1
"3055",0,0,0,1
"3056",0,0,0,1
"3057",0,0,0,1
"3058",0,0,0,1
"3059",0,0,0,1
"3060",0,0,0,1
"3061",0,0,0,1
"3062",0,0,0,1
"3063",0,0,0,1
"3064",0,0,0,1
"3065",0,0,0,1
"3066",0,0,0,1
"3067",0,0,0,1
"3068",0,0,0,1
"3069",0,0,0,1
"3070",0,0,0,1
"3071",0,0,0,1
"3072",0,0,0,1
"3073",0,0,0,1
"3074",0,0,0,1
"3075",0,0,0,1
"3076",0,0,0,1
"3077",0,0,0,1
"3078",0,0,0,1
"3079",0,0,0,1
"3080",0,0,0,1
"3081",0,0,0,1
"3082",0,0,0,1
"3083",0,0,0,1
"3084",0,0,0,1
"3085",0,0,0,1
"3086",0,0,0,1
"3087",0,0,0,1
"3088",0,0,0,1
"3089",0,0,0,1
"3090",0,0,0,1
"3091",0,0,0,1
"3092",0,0,0,1
"3093",0,0,0,1
"3094",0,0,0,1
"3095",0,0,0,1
"3096",0,0,0,1
"3097",0,0,0,1
"3098",0,0,0,1
"3099",0,0,0,1
"3100",0,0,0,1
"3101",0,0,0,1
"3102",0,0,0,1
"3103",0,0,0,1
"3104",0,0,0,1
"3105",0,0,0,1
"3106",0,0,0,1
"3107",0,0,0,1
"3108",0,0,0,1
"3109",0,0,0,1
"3110",0,0,0,1
"3111",0,0,0,1
"3112",0,0,0,1
"3113",0,0,0,1
"3114",0,0,0,1
"3115",0,0,0,1
"3116",0,0,0,1
"3117",0,0,0,1
"3118",0,0,0,1
"3119",0,0,0,1
"3120",0,0,0,1
"3121",0,0,0,1
"3122",0,0,0,1
"3123",0,0,0,1
"3124",0,0,0,1
"3125",0,0,0,1
"3126",0,0,0,1
"3127",0,0,0,1
"3128",0,0,0,1
"3129",0,0,0,1
"3130",0,0,0,1
"3131",0,0,0,1
"3132",0,0,0,1
"3133",0,0,0,1
"3134",0,0,0,1
"3135",0,0,0,1
"3136",0,0,0,1
"3137",0,0,0,1
"3138",0,0,0,1
"3139",0,0,0,1
"3140",0,0,0,1
"3141",0,0,0,1
"3142",0,0,0,1
"3143",0,0,0,1
"3144",0,0,0,1
"3145",0,0,0,1
"3146",0,0,0,1
"3147",0,0,0,1
"3148",0,0,0,1
"3149",0,0,0,1
"3150",0,0,0,1
"3151",0,0,0,1
"3152",0,0,0,1
"3153",0,0,0,1
"3154",0,0,0,1
"3155",0,0,0,1
"3156",0,0,0,1
"3157",0,0,0,1
"3158",0,0,0,1
"3159",0,0,0,1
"3160",0,0,0,1
"3161",0,0,0,1
"3162",0,0,0,1
"3163",0,0,0,1
"3164",0,0,0,1
"3165",0,0,0,1
"3166",0,0,0,1
"3167",0,0,0,1
"3168",0,0,0,1
"3169",0,0,0,1
"3170",0,0,0,1
"3171",0,0,0,1
"3172",0,0,0,1
"3173",0,0,0,1
"3174",0,0,0,1
"3175",0,0,0,1
"3176",0,0,0,1
"3177",0,0,0,1
"3178",0,0,0,1
"3179",0,0,0,1
"3180",0,0,0,1
"3181",0,0,0,1
"3182",0,0,0,1
"3183",0,0,0,1
"3184",0,0,0,1
"3185",0,0,0,1
"3186",0,0,0,1
"3187",0,0,0,1
"3188",0,0,0,1
"3189",0,0,0,1
"3190",0,0,0,1
"3191",0,0,0,1
"3192",0,0,0,1
"3193",0,0,0,1
"3194",0,0,0,1
"3195",0,0,0,1
"3196",0,0,0,1
"3197",0,0,0,1
"3198",0,0,0,1
"3199",0,0,0,1
"3200",0,0,0,1
"3201",0,0,0,1
"3202",0,0,0,1
"3203",0,0,0,1
"3204",0,0,0,1
"3205",0,0,0,1
"3206",0,0,0,1
"3207",0,0,0,1
"3208",0,0,0,1
"3209",0,0,0,1
"3210",0,0,0,1
"3211",0,0,0,1
"3212",0,0,0,1
"3213",0,0,0,1
"3214",0,0,0,1
"3215",0,0,0,1
"3216",0,0,0,1
"3217",0,0,0,1
"3218",0,0,0,1
"3219",0,0,0,1
"3220",0,0,0,1
"3221",0,0,0,1
"3222",0,0,0,1
"3223",0,0,0,1
"3224",0,0,0,1
"3225",0,0,0,1
"3226",0,0,0,1
"3227",0,0,0,1
"3228",0,0,0,1
"3229",0,0,0,1
"3230",0,0,0,1
"3231",0,0,0,1
"3232",0,0,0,1
"3233",0,0,0,1
"3234",0,0,0,1
"3235",0,0,0,1
"3236",0,0,0,1
"3237",0,0,0,1
"3238",0,0,0,1
"3239",0,0,0,1
"3240",0,0,0,1
"3241",0,0,0,1
"3242",0,0,0,1
"3243",0,0,0,1
"3244",0,0,0,1
"3245",0,0,0,1
"3246",0,0,0,1
"3247",0,0,0,1
"3248",0,0,0,1
"3249",0,0,0,1
"3250",0,0,0,1
"3251",0,0,0,1
"3252",0,0,0,1
"3253",0,0,0,1
"3254",0,0,0,1
"3255",0,0,0,1
"3256",0,0,0,1
"3257",0,0,0,1
"3258",0,0,0,1
"3259",0,0,0,1
"3260",0,0,0,1
"3261",0,0,0,1
"3262",0,0,0,1
"3263",0,0,0,1
"3264",0,0,0,1
"3265",0,0,0,1
"3266",0,0,0,1
"3267",0,0,0,1
"3268",0,0,0,1
"3269",0,0,0,1
"3270",0,0,0,1
"3271",0,0,0,1
"3272",0,0,0,1
"3273",0,0,0,1
"3274",0,0,0,1
"3275",0,0,0,1
"3276",0,0,0,1
"3277",0,0,0,1
"3278",0,0,0,1
"3279",0,0,0,1
"3280",0,0,0,1
"3281",0,0,0,1
"3282",0,0,0,1
"3283",0,0,0,1
"3284",0,0,0,1
"3285",0,0,0,1
"3286",0,0,0,1
"3287",0,0,0,1
"3288",0,0,0,1
"3289",0,0,0,1
"3290",0,0,0,1
"3291",0,0,0,1
"3292",0,0,0,1
"3293",0,0,0,1
"3294",0,0,0,1
"3295",0,0,0,1
"3296",0,0,0,1
"3297",0,0,0,1
"3298",0,0,0,1
"3299",0,0,0,1
"3300",0,0,0,1
"3301",0,0,0,1
"3302",0,0,0,1
"3303",0,0,0,1
"3304",0,0,0,1
"3305",0,0,0,1
"3306",0,0,0,1
"3307",0,0,0,1
"3308",0,0,0,1
"3309",0,0,0,1
"3310",0,0,0,1
"3311",0,0,0,1
"3312",0,0,0,1
"3313",0,0,0,1
"3314",0,0,0,1
"3315",0,0,0,1
"3316",0,0,0,1
"3317",0,0,0,1
"3318",0,0,0,1
"3319",0,0,0,1
"3320",0,0,0,1
"3321",0,0,0,1
"3322",0,0,0,1
"3323",0,0,0,1
"3324",0,0,0,1
"3325",0,0,0,1
"3326",0,0,0,1
"3327",0,0,0,1
"3328",0,0,0,1
"3329",0,0,0,1
"3330",0,0,0,1
"3331",0,0,0,1
"3332",0,0,0,1
"3333",0,0,0,1
"3334",0,0,0,1
"3335",0,0,0,1
"3336",0,0,0,1
"3337",0,0,0,1
"3338",0,0,0,1
"3339",0,0,0,1
"3340",0,0,0,1
"3341",0,0,0,1
"3342",0,0,0,1
"3343",0,0,0,1
"3344",0,0,0,1
"3345",0,0,0,1
"3346",0,0,0,1
"3347",0,0,0,1
"3348",0,0,0,1
"3349",0,0,0,1
"3350",0,0,0,1
"3351",0,0,0,1
"3352",0,0,0,1
"3353",0,0,0,1
"3354",0,0,0,1
"3355",0,0,0,1
"3356",0,0,0,1
"3357",0,0,0,1
"3358",0,0,0,1
"3359",0,0,0,1
"3360",0,0,0,1
"3361",0,0,0,1
"3362",0,0,0,1
"3363",0,0,0,1
"3364",0,0,0,1
"3365",0,0,0,1
"3366",0,0,0,1
"3367",0,0,0,1
"3368",0,0,0,1
"3369",0,0,0,1
"3370",0,0,0,1
"3371",0,0,0,1
"3372",0,0,0,1
"3373",0,0,0,1
"3374",0,0,0,1
"3375",0,0,0,1
"3376",0,0,0,1
"3377",0,0,0,1
"3378",0,0,0,1
"3379",0,0,0,1
"3380",0,0,0,1
"3381",0,0,0,1
"3382",0,0,0,1
"3383",0,0,0,1
"3384",0,0,0,1
"3385",0,0,0,1
"3386",0,0,0,1
"3387",0,0,0,1
"3388",0,0,0,1
"3389",0,0,0,1
"3390",0,0,0,1
"3391",0,0,0,1
"3392",0,0,0,1
"3393",0,0,0,1
"3394",0,0,0,1
"3395",0,0,0,1
"3396",0,0,0,1
"3397",0,0,0,1
"3398",0,0,0,1
"3399",0,0,0,1
"3400",0,0,0,1
"3401",0,0,0,1
"3402",0,0,0,1
"3403",0,0,0,1
"3404",0,0,0,1
"3405",0,0,0,1
"3406",0,0,0,1
"3407",0,0,0,1
"3408",0,0,0,1
"3409",0,0,0,1
"3410",0,0,0,1
"3411",0,0,0,1
"3412",0,0,0,1
"3413",0,0,0,1
"3414",0,0,0,1
"3415",0,0,0,1
"3416",0,0,0,1
"3417",0,0,0,1
"3418",0,0,0,1
"3419",0,0,0,1
"3420",0,0,0,1
"3421",0,0,0,1
"3422",0,0,0,1
"3423",0,0,0,1
"3424",0,0,0,1
"3425",0,0,0,1
"3426",0,0,0,1
"3427",0,0,0,1
"3428",0,0,0,1
"3429",0,0,0,1
"3430",0,0,0,1
"3431",0,0,0,1
"3432",0,0,0,1
"3433",0,0,0,1
"3434",0,0,0,1
"3435",0,0,0,1
"3436",0,0,0,1
"3437",0,0,0,1
"3438",0,0,0,1
"3439",0,0,0,1
"3440",0,0,0,1
"3441",0,0,0,1
"3442",0,0,0,1
"3443",0,0,0,1
"3444",0,0,0,1
"3445",0,0,0,1
"3446",0,0,0,1
"3447",0,0,0,1
"3448",0,0,0,1
"3449",0,0,0,1
"3450",0,0,0,1
"3451",0,0,0,1
"3452",0,0,0,1
"3453",0,0,0,1
"3454",0,0,0,1
"3455",0,0,0,1
"3456",0,0,0,1
"3457",0,0,0,1
"3458",0,0,0,1
"3459",0,0,0,1
"3460",0,0,0,1
"3461",0,0,0,1
"3462",0,0,0,1
"3463",0,0,0,1
"3464",0,0,0,1
"3465",0,0,0,1
"3466",0,0,0,1
"3467",0,0,0,1
"3468",0,0,0,1
"3469",0,0,0,1
"3470",0,0,0,1
"3471",0,0,0,1
"3472",0,0,0,1
"3473",0,0,0,1
"3474",0,0,0,1
"3475",0,0,0,1
"3476",0,0,0,1
"3477",0,0,0,1
"3478",0,0,0,1
"3479",0,0,0,1
"3480",0,0,0,1
"3481",0,0,0,1
"3482",0,0,0,1
"3483",0,0,0,1
"3484",0,0,0,1
"3485",0,0,0,1
"3486",0,0,0,1
"3487",0,0,0,1
"3488",0,0,0,1
"3489",0,0,0,1
"3490",0,0,0,1
"3491",0,0,0,1
"3492",0,0,0,1
"3493",0,0,0,1
"3494",0,0,0,1
"3495",0,0,0,1
"3496",0,0,0,1
"3497",0,0,0,1
"3498",0,0,0,1
"3499",0,0,0,1
"3500",0,0,0,1
"3501",0,0,0,1
"3502",0,0,0,1
"3503",0,0,0,1
"3504",0,0,0,1
"3505",0,0,0,1
"3506",0,0,0,1
"3507",0,0,0,1
"3508",0,0,0,1
"3509",0,0,0,1
"3510",0,0,0,1
"3511",0,0,0,1
"3512",0,0,0,1
"3513",0,0,0,1
"3514",0,0,0,1
"3515",0,0,0,1
"3516",0,0,0,1
"3517",0,0,0,1
"3518",0,0,0,1
"3519",0,0,0,1
"3520",0,0,0,1
"3521",0,0,0,1
"3522",0,0,0,1
"3523",0,0,0,1
"3524",0,0,0,1
"3525",0,0,0,1
"3526",0,0,0,1
"3527",0,0,0,1
"3528",0,0,0,1
"3529",0,0,0,1
"3530",0,0,0,1
"3531",0,0,0,1
"3532",0,0,0,1
"3533",0,0,0,1
"3534",0,0,0,1
"3535",0,0,0,1
"3536",0,0,0,1
"3537",0,0,0,1
"3538",0,0,0,1
"3539",0,0,0,1
"3540",0,0,0,1
"3541",0,0,0,1
"3542",0,0,0,1
"3543",0,0,0,1
"3544",0,0,0,1
"3545",0,0,0,1
"3546",0,0,0,1
"3547",0,0,0,1
"3548",0,0,0,1
"3549",0,0,0,1
"3550",0,0,0,1
"3551",0,0,0,1
"3552",0,0,0,1
"3553",0,0,0,1
"3554",0,0,0,1
"3555",0,0,0,1
"3556",0,0,0,1
"3557",0,0,0,1
"3558",0,0,0,1
"3559",0,0,0,1
"3560",0,0,0,1
"3561",0,0,0,1
"3562",0,0,0,1
"3563",0,0,0,1
"3564",0,0,0,1
"3565",0,0,0,1
"3566",0,0,0,1
"3567",0,0,0,1
"3568",0,0,0,1
"3569",0,0,0,1
