"Gene_ID","log2FC","p_value","adjusted_p_value","Regulation","Gene_Symbol","Gene_Name"
"ENSG00000085872",-0.371438746982308,0.44214501665255,0.769281702635482,"NS","CHERP","calcium homeostasis endoplasmic reticulum protein"
"ENSG00000132017",-0.0324645284312673,0.953691823951267,0.98958278594931,"NS","DCAF15","DDB1 and CUL4 associated factor 15"
"ENSG00000198258",0.168783515496909,0.795292539959657,0.936278026232533,"NS","UBL5","ubiquitin like 5"
"ENSG00000133243",0.831209656259399,0.251965700111057,0.611924894939205,"NS","BTBD2","BTB domain containing 2"
"ENSG00000065989",0.150037316263121,0.827912261351563,0.947433605522502,"NS","PDE4A","phosphodiesterase 4A"
"ENSG00000161914",0.425560110354975,0.571004290928449,0.841527316145726,"NS","ZNF653","zinc finger protein 653"
"ENSG00000141837",-1.21943194508218,0.286110141735865,0.645910536264878,"NS","CACNA1A","calcium voltage-gated channel subunit alpha1 A"
"ENSG00000167470",0.188649032271209,0.746228091095665,0.917026109073877,"NS","MIDN","midnolin"
"ENSG00000105173",-0.842348909603815,0.234875098077055,0.592926201097389,"NS","CCNE1","cyclin E1"
"ENSG00000183401",0.324351823256021,0.647914543859888,0.877488131405277,"NS","CCDC159","coiled-coil domain containing 159"
"ENSG00000256771",-1.04039213664917,0.113307917964121,0.419152541289501,"NS","ZNF253","zinc finger protein 253"
"ENSG00000170954",-0.749409007061238,0.490372718834621,0.798411864856241,"NS","ZNF415","zinc finger protein 415"
"ENSG00000116017",-0.733453850331551,0.152625511338006,0.486812084651221,"NS","ARID3A","AT-rich interaction domain 3A"
"ENSG00000176293",-2.57985681955064,0.0311970625421662,0.202676883292358,"NS","ZNF135","zinc finger protein 135"
"ENSG00000132003",-0.0676607465364318,0.891722673450768,0.970158607395012,"NS","ZSWIM4","zinc finger SWIM-type containing 4"
"ENSG00000126267",0.667743436783955,0.339377701850789,0.692429343219651,"NS","COX6B1","cytochrome c oxidase subunit 6B1"
"ENSG00000104957",0.144366160146533,0.823808999179607,0.946505925262069,"NS","YJU2B","YJU2 splicing factor homolog B"
"ENSG00000196267",-0.565835024133907,0.309618513565122,0.667127426584529,"NS","ZNF836","zinc finger protein 836"
"ENSG00000099800",0.882317183414733,0.312353958974299,0.669646933037498,"NS","TIMM13","translocase of inner mitochondrial membrane 13"
"ENSG00000171970",0.262701918881257,0.76340534247631,0.924628328583507,"NS","ZNF57","zinc finger protein 57"
"ENSG00000076650",-0.254753745073081,0.510182143437283,0.807831885917912,"NS","GPATCH1","G-patch domain containing 1"
"ENSG00000183617",0.842514521210073,0.289194542429709,0.648388080573233,"NS","MRPL54","mitochondrial ribosomal protein L54"
"ENSG00000167625",-1.05261588995097,0.0781020969821604,0.345398335508223,"NS","ZNF526","zinc finger protein 526"
"ENSG00000284797",1.05943669024827,0.48315267303157,0.794463705796123,"NS","CIST1","colon, intestine and stomach enriched 1"
"ENSG00000161860",-0.651685215152903,0.414329263788746,0.748918913991136,"NS","SYCE2","synaptonemal complex central element protein 2"
"ENSG00000167555",-0.48716203933321,0.551781897848802,0.830659330043093,"NS","ZNF528","zinc finger protein 528"
"ENSG00000105287",-1.2740968286286,0.0652235081580683,0.31359401407703,"NS","PRKD2","protein kinase D2"
"ENSG00000131409",-0.681275481099423,0.564632196550595,0.838383210653024,"NS","LRRC4B","leucine rich repeat containing 4B"
"ENSG00000187266",0.725757523387332,0.360069954534619,0.708172455903752,"NS","EPOR","erythropoietin receptor"
"ENSG00000186300",-1.2887931944789,0.0190241706392775,0.151556262826456,"NS","ZNF555","zinc finger protein 555"
"ENSG00000079432",-0.467765609725443,0.323594282490467,0.679141289939573,"NS","CIC","capicua transcriptional repressor"
"ENSG00000007255",0.706715525216886,0.406336249961932,0.743677491655145,"NS","TRAPPC6A","trafficking protein particle complex subunit 6A"
"ENSG00000130725",0.0990035283659649,0.884502802168906,0.967500311542078,"NS","UBE2M","ubiquitin conjugating enzyme E2 M"
"ENSG00000183207",0.531745628202161,0.462300030462559,0.782209722444426,"NS","RUVBL2","RuvB like AAA ATPase 2"
"ENSG00000167384",-0.42134512286624,0.448411948102975,0.773841544068382,"NS","ZNF180","zinc finger protein 180"
"ENSG00000089639",-1.08568633969312,0.12476908568393,0.438879978494126,"NS","GMIP","GEM interacting protein"
"ENSG00000187244",0.380218967319601,0.74708794341403,0.917462920605439,"NS","BCAM","basal cell adhesion molecule (Lutheran blood group)"
"ENSG00000099783",-0.0611529386840781,0.885691988777166,0.96791862127317,"NS","HNRNPM","heterogeneous nuclear ribonucleoprotein M"
"ENSG00000099203",0.667343567012283,0.290411518152463,0.649401838701643,"NS","TMED1","transmembrane p24 trafficking protein 1"
"ENSG00000189042",-1.52041321728087,0.0443293881735278,0.25105004492184,"NS","ZNF567","zinc finger protein 567"
"ENSG00000179115",0.0373150134572697,0.952432428327631,0.98958278594931,"NS","FARSA","phenylalanyl-tRNA synthetase subunit alpha"
"ENSG00000176533",-1.92368497038792,0.0886599362504358,0.369415943357692,"NS","GNG7","G protein subunit gamma 7"
"ENSG00000130758",-0.0775271147978831,0.880593404258349,0.966064986289002,"NS","MAP3K10","mitogen-activated protein kinase kinase kinase 10"
"ENSG00000169169",-1.90618676303662,0.101654551311058,0.397334507207035,"NS","CPT1C","carnitine palmitoyltransferase 1C"
"ENSG00000182087",-0.0192144500572632,0.971608521233253,0.99420452797011,"NS","TMEM259","transmembrane protein 259"
"ENSG00000189190",-0.0689525994429483,0.894876687918261,0.97099032858092,"NS","ZNF600","zinc finger protein 600"
"ENSG00000063241",1.32225745999211,0.119094338009331,0.429401836261495,"NS","ISOC2","isochorismatase domain containing 2"
"ENSG00000130751",1.64747673975981,0.145429572283793,0.475182932757284,"NS","NPAS1","neuronal PAS domain protein 1"
"ENSG00000171469",-0.308496133617087,0.380793927712787,0.723600424776908,"NS","ZNF561","zinc finger protein 561"
"ENSG00000181894",-0.454837109184251,0.41241823873712,0.748302146135821,"NS","ZNF329","zinc finger protein 329"
"ENSG00000121413",-0.8431264634595,0.201273013944212,0.55569791152944,"NS","ZSCAN18","zinc finger and SCAN domain containing 18"
"ENSG00000104805",0.338626204024399,0.592952098778685,0.853316327444068,"NS","NUCB1","nucleobindin 1"
"ENSG00000068903",0.0630481195003761,0.904787993079488,0.972529436369472,"NS","SIRT2","sirtuin 2"
"ENSG00000186010",0.0603614471828877,0.927620177406377,0.981153899833649,"NS","NDUFA13","NADH:ubiquinone oxidoreductase subunit A13"
"ENSG00000130164",1.1896641972319,0.0298701991935114,0.197570169770726,"NS","LDLR","low density lipoprotein receptor"
"ENSG00000214456",1.3138158456521,0.226113695712992,0.583067369907839,"NS","PLIN5","perilipin 5"
"ENSG00000198521",-0.927442910716966,0.404052644167525,0.741550994015444,"NS","ZNF43","zinc finger protein 43"
"ENSG00000254521",0.69278616181159,0.456022976383166,0.778042800775527,"NS","SIGLEC12","sialic acid binding Ig like lectin 12"
"ENSG00000213638",0.35789330817128,0.685374457393554,0.892610690900131,"NS","ADAT3","adenosine deaminase tRNA specific 3"
"ENSG00000126456",-0.242219425766231,0.686435356074384,0.892610690900131,"NS","IRF3","interferon regulatory factor 3"
"ENSG00000090924",-0.342581378220848,0.492908139513888,0.799193381371159,"NS","PLEKHG2","pleckstrin homology and RhoGEF domain containing G2"
"ENSG00000198131",-0.561995097579799,0.385995648307398,0.727838510609817,"NS","ZNF544","zinc finger protein 544"
"ENSG00000180479",-0.926724024965087,0.144656373489542,0.473652382978401,"NS","ZNF571","zinc finger protein 571"
"ENSG00000118046",0.35732319335185,0.58799634341345,0.850903953706753,"NS","STK11","serine/threonine kinase 11"
"ENSG00000160111",-0.60255104675184,0.435652123627436,0.764114739263608,"NS","CPAMD8","C3 and PZP like alpha-2-macroglobulin domain containing 8"
"ENSG00000089351",-0.446124984073776,0.550561927650044,0.829931360962694,"NS","GRAMD1A","GRAM domain containing 1A"
"ENSG00000099625",-3.46917184483349,0.00381729870787672,0.055922070096107,"NS","CBARP","CACN subunit beta associated regulatory protein"
"ENSG00000126254",0.330243541102358,0.591284842907521,0.852510183660252,"NS","RBM42","RNA binding motif protein 42"
"ENSG00000196437",-2.3991758806372,0.00289761385182492,0.0466510429353565,"Down","ZNF569","zinc finger protein 569"
"ENSG00000083838",0.502053823614804,0.380999636498182,0.723855426140075,"NS","ZNF446","zinc finger protein 446"
"ENSG00000086548",0.298657217882161,0.80177463513107,0.938745806988579,"NS","CEACAM6","CEA cell adhesion molecule 6"
"ENSG00000105438",0.947255986700451,0.154072193904607,0.489281950387384,"NS","KDELR1","KDEL endoplasmic reticulum protein retention receptor 1"
"ENSG00000171827",-1.12863834037924,0.0296245482670792,0.196560052372956,"NS","ZNF570","zinc finger protein 570"
"ENSG00000129933",-0.634982332619553,0.142825004767959,0.47024059490028,"NS","MAU2","MAU2 sister chromatid cohesion factor"
"ENSG00000179262",0.0182957625047451,0.963161237210183,0.992042527671582,"NS","RAD23A","RAD23 nucleotide excision repair protein A"
"ENSG00000104872",-0.0610394801241071,0.890084901495873,0.969694132733952,"NS","PIH1D1","PIH1 domain containing 1"
"ENSG00000166289",-1.86129069885758,0.0160887080972295,0.137085710226206,"NS","PLEKHF1","pleckstrin homology and FYVE domain containing 1"
"ENSG00000064490",0.402206224312537,0.596064008882712,0.854958809066993,"NS","RFXANK","regulatory factor X associated ankyrin containing protein"
"ENSG00000133247",0.68670750832598,0.225274685628077,0.582035886680414,"NS","KMT5C","lysine methyltransferase 5C"
"ENSG00000160113",1.52151103028462,0.136921483829012,0.459579937026075,"NS","NR2F6","nuclear receptor subfamily 2 group F member 6"
"ENSG00000160410",-0.482399871100911,0.448142362436328,0.773613741517373,"NS","SHKBP1","SH3KBP1 binding protein 1"
"ENSG00000105419",-2.05837840149111,0.0814594072099572,0.354302960044614,"NS","MEIS3","Meis homeobox 3"
"ENSG00000130382",-0.0848029385981319,0.860253208221968,0.958397872559224,"NS","MLLT1","MLLT1 super elongation complex subunit"
"ENSG00000184162",0.0710457013388093,0.906677569686071,0.973258583529421,"NS","NR2C2AP","nuclear receptor 2C2 associated protein"
"ENSG00000105357",1.35991667758096,0.162902638075288,0.501840473031726,"NS","MYH14","myosin heavy chain 14"
"ENSG00000125733",0.135423168472572,0.824371586541321,0.946821473825401,"NS","TRIP10","thyroid hormone receptor interactor 10"
"ENSG00000120784",-0.542102639970317,0.280310697998293,0.640344138467542,"NS","ZFP30","ZFP30 zinc finger protein"
"ENSG00000127507",-3.39236497467057,3.5786932761013e-05,0.00212211324760813,"Down","ADGRE2","adhesion G protein-coupled receptor E2"
"ENSG00000105664",-5.95060049113869,0.0258196969483226,0.181706006250012,"NS","COMP","cartilage oligomeric matrix protein"
"ENSG00000130544",-1.01612107523481,0.0838919091456015,0.360105051888526,"NS","ZNF557","zinc finger protein 557"
"ENSG00000074219",-0.375758122595061,0.695349210900351,0.895809455705251,"NS","TEAD2","TEA domain transcription factor 2"
"ENSG00000022556",1.12203989052659,0.299281878508215,0.656404802289648,"NS","NLRP2","NLR family pyrin domain containing 2"
"ENSG00000179913",2.11591678458379,0.0581597211784715,0.293423323272298,"NS","B3GNT3","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3"
"ENSG00000104894",-4.48855809762366,0.000231243279912368,0.00830566069747322,"Down","CD37","CD37 molecule"
"ENSG00000102575",-0.495566062575281,0.408933179452283,0.745756547629058,"NS","ACP5","acid phosphatase 5, tartrate resistant"
"ENSG00000269190",-1.97779159546812,0.0870817411249087,0.366040324621611,"NS","FBXO17","F-box protein 17"
"ENSG00000229833",0.171411755447916,0.824149935767733,0.946821473825401,"NS","PET100","PET100 cytochrome c oxidase chaperone"
"ENSG00000130724",0.432819478268486,0.405231902634876,0.742453364150483,"NS","CHMP2A","charged multivesicular body protein 2A"
"ENSG00000161277",0.195057651221272,0.757027742905216,0.922410575601841,"NS","THAP8","THAP domain containing 8"
"ENSG00000198464",-0.158435146837401,0.696539849512074,0.896778618081687,"NS","ZNF480","zinc finger protein 480"
"ENSG00000188033",-0.133172607481501,0.841262800230794,0.951857505320969,"NS","ZNF490","zinc finger protein 490"
"ENSG00000007080",0.394339083901931,0.620007613738317,0.864877994813757,"NS","CCDC124","coiled-coil domain containing 124"
"ENSG00000181029",-1.10272131798469,0.161381675243013,0.499199377014109,"NS","TRAPPC5","trafficking protein particle complex subunit 5"
"ENSG00000123143",-1.01233559986379,0.19143584755993,0.543113932794488,"NS","PKN1","protein kinase N1"
"ENSG00000141854",2.68523144196969,0.0119648413621816,0.113853199057141,"NS","MISP3","MISP family member 3"
"ENSG00000105671",0.351174553919468,0.611356821767958,0.861017338546667,"NS","DDX49","DEAD-box helicase 49"
"ENSG00000129946",0.942773550057216,0.423010391312644,0.753541547183604,"NS","SHC2","SHC adaptor protein 2"
"ENSG00000160953",0.0885495693195645,0.897454545261271,0.971247112811348,"NS","PWWP3A","PWWP domain containing 3A, DNA repair factor"
"ENSG00000105053",-0.100112473094028,0.845081619252846,0.952911853975348,"NS","VRK3","VRK serine/threonine kinase 3"
"ENSG00000105383",-0.169520894351549,0.752739700816581,0.920695252858162,"NS","CD33","CD33 molecule"
"ENSG00000127527",-0.455243472851921,0.351830059170284,0.702355518199226,"NS","EPS15L1","epidermal growth factor receptor pathway substrate 15 like 1"
"ENSG00000104866",0.658013462263009,0.336078329277993,0.689786378385458,"NS","PPP1R37","protein phosphatase 1 regulatory subunit 37"
"ENSG00000221923",-0.817568274100932,0.108437731513387,0.410616621731397,"NS","ZNF880","zinc finger protein 880"
"ENSG00000130202",0.426653102138579,0.58173799551303,0.846758869598403,"NS","NECTIN2","nectin cell adhesion molecule 2"
"ENSG00000126934",0.623219521160693,0.373532931537482,0.71969643185099,"NS","MAP2K2","mitogen-activated protein kinase kinase 2"
"ENSG00000141985",-0.076381234538727,0.873698114958097,0.963720064474726,"NS","SH3GL1","SH3 domain containing GRB2 like 1, endophilin A2"
"ENSG00000176024",-0.487508613915392,0.513202027231388,0.809534884518785,"NS","ZNF613","zinc finger protein 613"
"ENSG00000039987",8.51497268034931,1.56380721710004e-05,0.0011385184358517,"Up","BEST2","bestrophin 2"
"ENSG00000105696",0.0999948118094694,0.952716647804151,0.98958278594931,"NS","TMEM59L","transmembrane protein 59 like"
"ENSG00000175221",0.618319604077539,0.374459613669447,0.720464100108112,"NS","MED16","mediator complex subunit 16"
"ENSG00000130811",-0.270412514039421,0.683915498410556,0.892090236322568,"NS","EIF3G","eukaryotic translation initiation factor 3 subunit G"
"ENSG00000196235",-0.276011118089719,0.586734497005866,0.849979771968985,"NS","SUPT5H","SPT5 homolog, DSIF elongation factor subunit"
"ENSG00000132000",-1.4295565962069,0.2905493456697,0.649481918019092,"NS","PODNL1","podocan like 1"
"ENSG00000129353",-0.391315377688207,0.461180183284319,0.781743814901868,"NS","SLC44A2","solute carrier family 44 member 2 (CTL2 blood group)"
"ENSG00000221983",-0.626905246350271,0.375812479219809,0.721574068501066,"NS","UBA52","ubiquitin A-52 residue ribosomal protein fusion product 1"
"ENSG00000131943",-0.91143521197777,0.0136646745000781,0.123914854132357,"NS","C19orf12","chromosome 19 open reading frame 12"
"ENSG00000123815",0.308440002013823,0.599036709795762,0.856010449337828,"NS","COQ8B","coenzyme Q8B"
"ENSG00000197619",-0.831283174829526,0.207293109875312,0.562589870234695,"NS","ZNF615","zinc finger protein 615"
"ENSG00000105483",-1.91034065240179,0.0036555336745926,0.054500330299019,"NS","CARD8","caspase recruitment domain family member 8"
"ENSG00000167565",0.09489648250828,0.866904087733065,0.961708226570361,"NS","SERTAD3","SERTA domain containing 3"
"ENSG00000090554",-2.72888478358428,0.0111486369951665,0.109537432428711,"NS","FLT3LG","fms related receptor tyrosine kinase 3 ligand"
"ENSG00000115255",0.727670774839118,0.394676668744328,0.733826709912884,"NS","REEP6","receptor accessory protein 6"
"ENSG00000124299",-0.010241350334384,0.985898766366669,0.997207321238648,"NS","PEPD","peptidase D"
"ENSG00000204611",-0.304507186512057,0.491395865898865,0.798626436748327,"NS","ZNF616","zinc finger protein 616"
"ENSG00000104936",0.375524712020311,0.629008299261954,0.869288012078688,"NS","DMPK","DM1 protein kinase"
"ENSG00000011422",-2.54711189479764,0.00864852398905181,0.0942046515255432,"NS","PLAUR","plasminogen activator, urokinase receptor"
"ENSG00000130165",-0.0566713138588285,0.933468152914132,0.983615985133744,"NS","ELOF1","elongation factor 1"
"ENSG00000130204",0.111107866569316,0.879258495993637,0.965593707807004,"NS","TOMM40","translocase of outer mitochondrial membrane 40"
"ENSG00000159915",0.835086821393141,0.273902897118018,0.633194546466205,"NS","ZNF233","zinc finger protein 233"
"ENSG00000160951",1.2052315853624,0.220352967312575,0.57755370571812,"NS","PTGER1","prostaglandin E receptor 1"
"ENSG00000130734",0.701442449819729,0.237069270933585,0.595216663289189,"NS","ATG4D","autophagy related 4D cysteine peptidase"
"ENSG00000159917",-0.785354161617718,0.152385641107579,0.486350303553644,"NS","ZNF235","zinc finger protein 235"
"ENSG00000129990",3.61826935614564,0.0337074110144056,0.213011042616351,"NS","SYT5","synaptotagmin 5"
"ENSG00000160570",-0.682036660017793,0.221454901927003,0.5783894272466,"NS","DEDD2","death effector domain containing 2"
"ENSG00000128011",-2.59362545629092,0.0162878819504997,0.137978256291231,"NS","LRFN1","leucine rich repeat and fibronectin type III domain containing 1"
"ENSG00000125648",1.12744661200603,0.0559481863461771,0.28701147206234,"NS","SLC25A23","solute carrier family 25 member 23"
