"Gene_ID","log2FC","p_value","adjusted_p_value","Regulation","Gene_Symbol","Gene_Name"
"ENSG00000198740",-0.0627147189197583,0.863773604181848,0.961788997769064,"NS","ZNF652","zinc finger protein 652"
"ENSG00000091640",-0.51341819290034,0.455756517504115,0.77290882179016,"NS","SPAG7","sperm associated antigen 7"
"ENSG00000174282",-0.400797653212961,0.425192900171997,0.751556609601714,"NS","ZBTB4","zinc finger and BTB domain containing 4"
"ENSG00000270885",-2.84761005956533,0.039397506817946,0.212003059307784,"NS","RASL10B","RAS like family 10 member B"
"ENSG00000169660",-0.211140515173627,0.730112969798888,0.914100780354695,"NS","HEXD","hexosaminidase D"
"ENSG00000109107",-0.736214668319048,0.0857252216030793,0.333142868685148,"NS","ALDOC","aldolase, fructose-bisphosphate C"
"ENSG00000141542",1.34443931163266,0.0931588395188792,0.350694290386597,"NS","RAB40B","RAB40B, member RAS oncogene family"
"ENSG00000178927",-1.1832402507485,0.0444986295620019,0.229651353540387,"NS","CYBC1","cytochrome b-245 chaperone 1"
"ENSG00000108666",0.290718174383158,0.409786324601503,0.738718422378369,"NS","C17orf75","chromosome 17 open reading frame 75"
"ENSG00000175662",0.835854998195614,0.104217376621891,0.374188680733014,"NS","TOM1L2","target of myb1 like 2 membrane trafficking protein"
"ENSG00000169718",0.153257590707285,0.812844767695404,0.94527355931291,"NS","DUS1L","dihydrouridine synthase 1 like"
