Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR36750776_2 - polyg	(1, 0.5424967926940848)	(2, 0.554166973945359)	(3, 0.5546910924101465)	(4, 0.555215210874934)	(5, 0.5556909053511271)	(6, 0.556183690646824)	(7, 0.5568901111863203)	(8, 0.5579696812849858)	(9, 0.5593996131834822)	(10, 0.5614433903491618)	(12, 0.564321769200617)	(14, 0.5661476384176214)	(16, 0.5670862092553794)	(18, 0.5677798116802477)	(20, 0.5684420809360254)	(22, 0.5692980461461812)	(24, 0.5700443452645199)	(26, 0.5707151599300495)	(28, 0.5714813983378095)	(30, 0.5721977885220164)	(32, 0.5730736930215934)	(34, 0.5738897796529066)	(36, 0.5747998657914913)	(38, 0.575576073843962)	(40, 0.5763679484809779)	(42, 0.5771640958228699)	(44, 0.577971637044431)	(46, 0.5787222088676458)	(48, 0.5794215082323486)	(50, 0.5801891708750673)	(52, 0.5810551057299337)	(54, 0.5818640711864536)	(56, 0.5826929759323947)	(58, 0.5834463962255267)	(60, 0.5841969680487414)	(62, 0.5850187516198893)	(64, 0.585840535191037)	(66, 0.5866267128882183)	(68, 0.5875311020869685)	(70, 0.5883998854117523)	(72, 0.5891860631089334)	(74, 0.5899993012703293)	(76, 0.5910033869161858)	(78, 0.5920402299660915)	(80, 0.59323373886145)	(82, 0.594395914587718)	(84, 0.5957546347382813)	(86, 0.5971418395880178)	(88, 0.5984834689190772)	(90, 0.5998635525940204)	(92, 0.6012721209681369)	(94, 0.6028402036576234)	(96, 0.6044168317568619)	(98, 0.6060347626699016)	(100, 0.6077224810959158)	(102, 0.6095853804218453)	(104, 0.6116320060574423)	(106, 0.6138153582490706)	(108, 0.6159047109334274)	(110, 0.618023972551916)	(112, 0.6202244155630483)	(114, 0.622664130047236)	(116, 0.6252576619069589)	(118, 0.6278825269357724)	(120, 0.6306384215807829)	(122, 0.6336278907590138)	(124, 0.6366031175876581)	(126, 0.6397820100153911)	(128, 0.6429423873886615)	(130, 0.6463648239943256)	(132, 0.6499311083308146)	(134, 0.6536398161631697)	(136, 0.6575906439384973)	(138, 0.6614731084358092)
SRR36750778_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 6.2287411119368e-06)	(5, 6.2287411119368e-06)	(6, 9.3431116679052e-06)	(7, 9.3431116679052e-06)	(8, 1.5571852779842e-05)	(9, 2.49149644477472e-05)	(10, 3.58152613936366e-05)	(12, 6.85161522313048e-05)	(14, 0.00010121704306897299)	(16, 0.00015571852779842)	(18, 0.00023357779169763)	(20, 0.0003254517230986978)	(22, 0.00043756906311356023)	(24, 0.0005901732203560118)	(26, 0.0007334342659305582)	(28, 0.000910953387620757)	(30, 0.0011009299915348293)	(32, 0.0013531940065682696)	(34, 0.0015743143160420262)	(36, 0.0018001061813497352)	(38, 0.0020492558258272072)	(40, 0.0022999626555826633)	(42, 0.0025958278583996615)	(44, 0.002873006837880849)	(46, 0.0031486286320840523)	(48, 0.0034740803551827504)	(50, 0.0038166611163392744)	(52, 0.004213743362225245)	(54, 0.004668441463396632)	(56, 0.005098224600120271)	(58, 0.005568494554071499)	(60, 0.006037207322744743)	(62, 0.006523049129475813)	(64, 0.007027577159542695)	(66, 0.007574149192115149)	(68, 0.008176779894695034)	(70, 0.00876851030032903)	(72, 0.009427199672916347)	(74, 0.0102104638677424)	(76, 0.010999956803680388)	(78, 0.011875094929907508)	(80, 0.012885708175319255)	(82, 0.013944594164348512)	(84, 0.01531647439425259)	(86, 0.016912589304186397)	(88, 0.01859279221913135)	(90, 0.020598446857174997)	(92, 0.022945125071097187)	(94, 0.02580567442675416)	(96, 0.02927508322610296)	(98, 0.03305437189577061)	(100, 0.03748612119691365)	(102, 0.042917583446522536)	(104, 0.04950291998711771)	(106, 0.05748972327789868)	(108, 0.06615857372043672)	(110, 0.07655434263625924)	(112, 0.08880783358871691)	(114, 0.1036711670670761)	(116, 0.12083290601573995)	(118, 0.1408162646881112)	(120, 0.16288936600353726)	(122, 0.18824812825550993)	(124, 0.2171385867179508)	(126, 0.25013689994371396)	(128, 0.28702506199388167)	(130, 0.3287233693677426)	(132, 0.37417293607626745)	(134, 0.425365402089998)	(136, 0.4826978496548203)	(138, 0.5442689555463156)
SRR36750778_1 - polya	(1, 0.002771789794811876)	(2, 0.00576158552854154)	(3, 0.007281398359854119)	(4, 0.009776009175184808)	(5, 0.01187509492990751)	(6, 0.01341047961399993)	(7, 0.01506421037921915)	(8, 0.020405355882704958)	(9, 0.02738466029863014)	(10, 0.03461622872958876)	(12, 0.039865500301673504)	(14, 0.04996851838523499)	(16, 0.06395204218153311)	(18, 0.07201670473621327)	(20, 0.08103592186629777)	(22, 0.09011119766638968)	(24, 0.09829109193164068)	(26, 0.10655663138718083)	(28, 0.11452319126934798)	(30, 0.12124088855857182)	(32, 0.1283369818703458)	(34, 0.13620855345055596)	(36, 0.14292313636922382)	(38, 0.15043966970605355)	(40, 0.15907426207247594)	(42, 0.1669458336526861)	(44, 0.17542159312075406)	(46, 0.18406708578412237)	(48, 0.19149641674538498)	(50, 0.1992901290616959)	(52, 0.20832336085928224)	(54, 0.21921587187878172)	(56, 0.22763557267684228)	(58, 0.23590734087349435)	(60, 0.24414640817930877)	(62, 0.2538897164636559)	(64, 0.26327798650462264)	(66, 0.2724902946091772)	(68, 0.2807184616180457)	(70, 0.2890198163349794)	(72, 0.2967621415371169)	(74, 0.3039812524858516)	(76, 0.3118061085077223)	(78, 0.3197243956462719)	(80, 0.3265604390166226)	(82, 0.3345332276399017)	(84, 0.3459380526158579)	(86, 0.35770258739102856)	(88, 0.36669066081555335)	(90, 0.37637946761517105)	(92, 0.3846823795173828)	(94, 0.3945969781823082)	(96, 0.4019032915066101)	(98, 0.40827996521995535)	(100, 0.415218782818653)	(102, 0.42271662993214687)	(104, 0.4297317496094657)	(106, 0.4371252653093347)	(108, 0.44502330903927056)	(110, 0.45185000929795327)	(112, 0.4580974366332259)	(114, 0.46496150933858027)	(116, 0.4725045148251357)	(118, 0.48093667310542015)	(120, 0.48924114219290993)	(122, 0.4966393294486129)	(124, 0.5046712911124553)	(126, 0.5140393177448084)	(128, 0.5228452004918089)	(130, 0.5333966879354299)	(132, 0.543926374785159)	(134, 0.5541960116934648)	(136, 0.5633631614249579)	(138, 0.5711101581829292)
SRR36750778_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 9.3431116679052e-06)	(5, 9.3431116679052e-06)	(6, 1.24574822238736e-05)	(7, 1.24574822238736e-05)	(8, 1.86862233358104e-05)	(9, 2.80293350037156e-05)	(10, 4.51583730615418e-05)	(12, 7.63020786212258e-05)	(14, 0.000109002969458894)	(16, 0.00016039008363237262)	(18, 0.00023980653280956683)	(20, 0.0003332376494886188)	(22, 0.0004562552864493706)	(24, 0.000638445963973522)	(26, 0.0008362084942775154)	(28, 0.001068229100697161)	(30, 0.0013438508949003645)	(32, 0.0016693026179990624)	(34, 0.0019745109324839655)	(36, 0.0022766048764129004)	(38, 0.0026269715639593454)	(40, 0.002999138845397569)	(42, 0.003385320794337651)	(44, 0.003774617113833701)	(46, 0.004195057138889435)	(48, 0.004648198054782837)	(50, 0.0051137964529001136)	(52, 0.005646353817970709)	(54, 0.0062318554824927685)	(56, 0.006784656256177159)	(58, 0.007387286958757044)	(60, 0.00800081795828282)	(62, 0.008619020513642547)	(64, 0.00930573922123358)	(66, 0.01004384504299809)	(68, 0.01078506523531857)	(70, 0.011580786912368496)	(72, 0.012415438221368025)	(74, 0.013387121834830167)	(76, 0.01437437730107215)	(78, 0.015433263290101407)	(80, 0.01665721091859699)	(82, 0.017929431290710077)	(84, 0.01954267523870171)	(86, 0.021350567346441366)	(88, 0.023233204347524263)	(90, 0.025405477810312223)	(92, 0.027904760181476862)	(94, 0.03097241517910574)	(96, 0.0346520439909824)	(98, 0.03866179608179171)	(100, 0.043317780062964474)	(102, 0.04902953566261052)	(104, 0.0558515643654593)	(106, 0.0641108750798875)	(108, 0.07310673443080222)	(110, 0.08373608113832237)	(112, 0.09621380677080976)	(114, 0.11139480604587773)	(116, 0.12888978264403023)	(118, 0.14922973674505985)	(120, 0.171684348453592)	(122, 0.19742150672811487)	(124, 0.22675264862422526)	(126, 0.2599206950452887)	(128, 0.2969785902907567)	(130, 0.33897743442326855)	(132, 0.38468705107321677)	(134, 0.43633265800284077)	(136, 0.49411513211300045)	(138, 0.5561892088492846)
SRR36750778_2 - polya	(1, 0.005172969493463513)	(2, 0.009704378652397535)	(3, 0.01738441644341561)	(4, 0.029602092134479643)	(5, 0.041084776374335136)	(6, 0.05159889137128445)	(7, 0.0618638567237563)	(8, 0.07868457209654163)	(9, 0.09735210920901621)	(10, 0.12079241919851239)	(12, 0.14386367627712626)	(14, 0.1737336042794192)	(16, 0.20586767967590117)	(18, 0.23143199038456777)	(20, 0.25687328345627364)	(22, 0.28236907801270894)	(24, 0.3057128425149701)	(26, 0.32745893492201944)	(28, 0.34916298332656326)	(30, 0.3687788462733302)	(32, 0.3882249760247969)	(34, 0.4070077448478423)	(36, 0.4244124046998717)	(38, 0.44138728141517747)	(40, 0.4593899004139528)	(42, 0.47557684137859857)	(44, 0.4919023718329849)	(46, 0.5079429373815001)	(48, 0.5230632064307268)	(50, 0.5376493609296047)	(52, 0.5532850583058441)	(54, 0.572025783126384)	(56, 0.5870619641705994)	(58, 0.6011622768627463)	(60, 0.6153388916335145)	(62, 0.630960574342252)	(64, 0.6460855149473125)	(66, 0.6610562942098526)	(68, 0.6749323722219698)	(70, 0.6876717049811585)	(72, 0.7001914746161515)	(74, 0.7126084700227975)	(76, 0.7252995300383687)	(78, 0.738182123843132)	(80, 0.7501849079658343)	(82, 0.7636934902523471)	(84, 0.7800408213006254)	(86, 0.7961312167780361)	(88, 0.8095899691356535)	(90, 0.8230985514221665)	(92, 0.8349907753901318)	(94, 0.8478391111187794)	(96, 0.859309337876411)	(98, 0.8696630627897279)	(100, 0.8807673510070333)	(102, 0.892028914937415)	(104, 0.9029494552919182)	(106, 0.9134464412508096)	(108, 0.9251720463940307)	(110, 0.9356425602031965)	(112, 0.9454123406372694)	(114, 0.955487329385827)	(116, 0.9658239252610863)	(118, 0.9765653893086212)	(120, 0.9867820819174755)	(122, 0.9964444165673676)	(124, 1.0074303587035462)	(126, 1.0189052570170118)	(128, 1.0307928094291432)	(130, 1.0437283475333579)	(132, 1.0562683605769645)	(134, 1.0689018047372503)	(136, 1.0805869230632439)	(138, 1.0911306245804748)
SRR36750778_2 - polyg	(1, 0.4954247249317852)	(2, 0.5101774982554075)	(3, 0.5106913693971422)	(4, 0.5111990117977651)	(5, 0.5116848536044962)	(6, 0.5121582379290034)	(7, 0.5127686545579732)	(8, 0.5139147429225696)	(9, 0.5151667198860689)	(10, 0.5167721779076706)	(12, 0.5189631375937943)	(14, 0.5202104430014597)	(16, 0.5209283054146103)	(18, 0.5214966780410746)	(20, 0.522052593185315)	(22, 0.5226972678904005)	(24, 0.5232889982960345)	(26, 0.5238651568488886)	(28, 0.5244615588103565)	(30, 0.525006573657651)	(32, 0.5255951896927291)	(34, 0.5261620051339153)	(36, 0.5267023484253758)	(38, 0.5272022048996088)	(40, 0.5277845921935749)	(42, 0.5283514076347611)	(44, 0.5288637215912179)	(46, 0.5293931645857325)	(48, 0.5299148216538572)	(50, 0.5304380359072599)	(52, 0.530923877713991)	(54, 0.5316401829418637)	(56, 0.5323300160200106)	(58, 0.532892159905363)	(60, 0.5333966879354299)	(62, 0.533977518044118)	(64, 0.5345225328914125)	(66, 0.5350644333681509)	(68, 0.5356219056976693)	(70, 0.5362977241083144)	(72, 0.5369190410342302)	(74, 0.5375746160362616)	(76, 0.5382395341499607)	(78, 0.5390523848650686)	(80, 0.5399244086207396)	(82, 0.5408649485286421)	(84, 0.5417478725812591)	(86, 0.542652597227768)	(88, 0.5435931371356704)	(90, 0.5445601491932985)	(92, 0.5454415160606376)	(94, 0.5464256571563237)	(96, 0.5474565138103492)	(98, 0.5485013851318765)	(100, 0.5495960863822995)	(102, 0.550720374153004)	(104, 0.5520361957129007)	(106, 0.553386275348913)	(108, 0.5548562582513301)	(110, 0.5563386986359711)	(112, 0.5578367108733919)	(114, 0.5594219254863798)	(116, 0.5610320550638155)	(118, 0.5628368328009992)	(120, 0.564624481500125)	(122, 0.5666176786559448)	(124, 0.5687105356695555)	(126, 0.5708329792034481)	(128, 0.5730192673337379)	(130, 0.5754360188851693)	(132, 0.5780661048196847)	(134, 0.5807678212769872)	(136, 0.5835629688509689)	(138, 0.5863705739071743)
SRR36750779_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 3.834413167988325e-06)	(7, 3.834413167988325e-06)	(8, 3.834413167988325e-06)	(9, 2.300647900792995e-05)	(10, 3.642692509588909e-05)	(12, 6.13506106878132e-05)	(14, 0.00010161194895169061)	(16, 0.00015529373330352715)	(18, 0.0002204787571593287)	(20, 0.0003240079126950135)	(22, 0.0004562951669906107)	(24, 0.0006039200739581612)	(26, 0.0008109783850295308)	(28, 0.0010161194895169062)	(30, 0.0012327638335082464)	(32, 0.0014589942104195576)	(34, 0.0017964225692025304)	(36, 0.002158774613577427)	(38, 0.0024981201789443935)	(40, 0.0028489689838153255)	(42, 0.0032669200191260527)	(44, 0.0036618645754288503)	(46, 0.0040798156107395775)	(48, 0.0045936269752500135)	(50, 0.0050441705224886415)	(52, 0.005554147473831089)	(54, 0.006115889002941378)	(56, 0.006708305837395574)	(58, 0.007319894737689713)	(60, 0.007946821290655803)	(62, 0.00853923812511)	(64, 0.009146992612236149)	(66, 0.009818014916634105)	(68, 0.010471782361776115)	(70, 0.011125549806918125)	(72, 0.0118560055154199)	(74, 0.012755175403313163)	(76, 0.01373870238090217)	(78, 0.014632120649043448)	(80, 0.01552553891718473)	(82, 0.016616429463477408)	(84, 0.017969977311777286)	(86, 0.019628361006932236)	(88, 0.021336592073271037)	(90, 0.023148352295145516)	(92, 0.025449000195938515)	(94, 0.0284417596735534)	(96, 0.03186589063256698)	(98, 0.035589105818683645)	(100, 0.03999484654870222)	(102, 0.04528633672052611)	(104, 0.0523205676772007)	(106, 0.06089814993399058)	(108, 0.0701525061149304)	(110, 0.08018716537555584)	(112, 0.0925512306357342)	(114, 0.1087420402375649)	(116, 0.12833972593915322)	(118, 0.14995047855393542)	(120, 0.17309691364249696)	(122, 0.20104211681079587)	(124, 0.23473510531790925)	(126, 0.2758323456524081)	(128, 0.3194871395699552)	(130, 0.36562855042694276)	(132, 0.4162217149719647)	(134, 0.47594078285679886)	(136, 0.5455142925833629)	(138, 0.619754283135369)
SRR36750779_1 - polya	(1, 0.002074417523881684)	(2, 0.0046396399332658735)	(3, 0.005970181302557822)	(4, 0.00814812798197519)	(5, 0.010222545505856875)	(6, 0.01183683344957996)	(7, 0.013715695901894238)	(8, 0.01888831926551049)	(9, 0.026127691326672448)	(10, 0.032740136834868316)	(12, 0.038294284308699404)	(14, 0.048123802464837474)	(16, 0.06035941488388821)	(18, 0.06897725847894198)	(20, 0.07754525470281189)	(22, 0.08642383839328885)	(24, 0.09548072229607729)	(26, 0.10402379483435527)	(28, 0.11188242462214734)	(30, 0.11977364692186732)	(32, 0.12656439264237462)	(34, 0.13359478918588125)	(36, 0.139900481640638)	(38, 0.1459166759012117)	(40, 0.15372929273098793)	(42, 0.16098591965140585)	(44, 0.16915897131897295)	(46, 0.17706361406478088)	(48, 0.1841515268058073)	(50, 0.19120301262173783)	(52, 0.19860726444912327)	(54, 0.2077350849955195)	(56, 0.21469454489541828)	(58, 0.2212034612480785)	(60, 0.2286192163149679)	(62, 0.23676542709035908)	(64, 0.2449749056830221)	(66, 0.2542656887890578)	(68, 0.2627704171956559)	(70, 0.27025327449298514)	(72, 0.27727600221015575)	(74, 0.2838961165446876)	(76, 0.2915860321530882)	(78, 0.2989078440973619)	(80, 0.30503331913322324)	(82, 0.3124126472750168)	(84, 0.32311832884004016)	(86, 0.334008062237127)	(88, 0.3427869511852363)	(90, 0.35250143694633473)	(92, 0.3611748795323243)	(94, 0.37037363672232826)	(96, 0.3776590217415061)	(98, 0.3842062822258462)	(100, 0.3910871366558012)	(102, 0.3986869435547541)	(104, 0.40628291604053896)	(106, 0.41308516500055026)	(108, 0.42121603812326947)	(110, 0.4284017284000796)	(112, 0.4349739125700116)	(114, 0.44150008378192773)	(116, 0.44870878053774577)	(118, 0.45665368462181755)	(120, 0.4640962805808829)	(122, 0.4709196188133181)	(124, 0.478841516418382)	(126, 0.4880153499227941)	(128, 0.49670796457462363)	(130, 0.5066544323323854)	(132, 0.5164590268029314)	(134, 0.5270190006675713)	(136, 0.5361966685851514)	(138, 0.5439651896634957)
SRR36750779_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 6.901943702378985e-05)	(4, 0.00011119798187166142)	(5, 0.00019172065839941625)	(6, 0.0002607400954232061)	(7, 0.0003834413167988325)	(8, 0.0006518502385580153)	(9, 0.0009394312261571396)	(10, 0.001273025171772124)	(12, 0.0016104535305550966)	(14, 0.001970888368345999)	(16, 0.0022680553888650944)	(18, 0.002546050343544248)	(20, 0.002820210885055413)	(22, 0.003163390863590368)	(24, 0.0035123224618773055)	(26, 0.0038535852338282663)	(28, 0.004204434038699198)	(30, 0.004582123735746048)	(32, 0.00517262336361625)	(34, 0.005600160431846949)	(36, 0.006046869565917589)	(38, 0.006537674451420094)	(40, 0.006957542693314816)	(42, 0.007404251827385456)	(44, 0.00790847715897592)	(46, 0.008443377795910291)	(48, 0.009012788151356557)	(50, 0.009482503764435128)	(52, 0.00999439792236157)	(54, 0.01069034391235145)	(56, 0.011451474926197133)	(58, 0.012291211409986576)	(60, 0.0130715144896722)	(62, 0.013830728296933888)	(64, 0.014681968020227296)	(66, 0.015648240138560355)	(68, 0.018918994570854393)	(70, 0.038537769544866665)	(72, 0.04196765212363222)	(74, 0.043376798962867925)	(76, 0.044450434649904655)	(78, 0.045466554139421564)	(80, 0.046637967362241996)	(82, 0.04782663544431838)	(84, 0.04902488955931473)	(86, 0.05022889529406306)	(88, 0.05153259577117909)	(90, 0.05290339847873492)	(92, 0.054391150787914386)	(94, 0.05575620187571824)	(96, 0.05752194913957686)	(98, 0.05914582311621991)	(100, 0.06091732199983052)	(102, 0.06271949618878503)	(104, 0.06474598354806686)	(106, 0.06676480208101271)	(108, 0.06974414111253964)	(110, 0.07219049671371619)	(112, 0.07449306182109319)	(114, 0.07701802289221349)	(116, 0.07939152464319826)	(118, 0.0821772258097418)	(120, 0.0857547332954749)	(122, 0.08968692399924692)	(124, 0.09256465108182216)	(126, 0.09612106929513134)	(128, 0.09967173588868852)	(130, 0.1037477170862601)	(132, 0.10748435271846474)	(134, 0.11106569461736583)	(136, 0.11552895154490424)	(138, 0.11959918112272384)
SRR36750779_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 3.834413167988325e-06)	(5, 3.834413167988325e-06)	(6, 7.66882633597665e-06)	(7, 7.66882633597665e-06)	(8, 7.66882633597665e-06)	(9, 1.1503239503964975e-05)	(10, 2.6840892175918274e-05)	(12, 5.368178435183655e-05)	(14, 9.394312261571396e-05)	(16, 0.0001629625596395038)	(18, 0.00024156802958326447)	(20, 0.00036618645754288504)	(22, 0.0005751619751982488)	(24, 0.0007994751455255658)	(26, 0.0010985593726286552)	(28, 0.0014321533182436394)	(30, 0.0018462699403863784)	(32, 0.00222012522426524)	(34, 0.0026994268702637807)	(36, 0.0032515823664540995)	(38, 0.0037922346231404535)	(40, 0.004352058945666749)	(42, 0.00507101141466456)	(44, 0.005720944446638581)	(46, 0.00637471189178059)	(48, 0.007202945136066069)	(50, 0.007958324530159768)	(52, 0.008761634088853321)	(54, 0.009643549117490637)	(56, 0.010592566376567747)	(58, 0.011508991123716956)	(60, 0.012404326598442232)	(62, 0.013280490007327565)	(64, 0.014237176092740651)	(66, 0.015197696591321726)	(68, 0.016177389155742745)	(70, 0.01713407524115583)	(72, 0.018131022664832797)	(74, 0.01935803487858906)	(76, 0.020719251553224915)	(78, 0.022045958509348873)	(80, 0.023317066474537004)	(82, 0.02480865319688446)	(84, 0.02652071867639125)	(86, 0.028551040448841068)	(88, 0.030652298864898668)	(90, 0.03293569190643572)	(92, 0.03559677464501962)	(94, 0.03903432605012115)	(96, 0.04285531877202152)	(98, 0.047019491472456834)	(100, 0.051720482016410524)	(102, 0.05743375763671313)	(104, 0.06505465380808992)	(106, 0.07414221301622226)	(108, 0.08392763542092846)	(110, 0.09446268559997638)	(112, 0.10728112882056134)	(114, 0.124150629553126)	(116, 0.1444059171130243)	(118, 0.16656115639766084)	(120, 0.19053390752392385)	(122, 0.2193571913076921)	(124, 0.25402412075947456)	(126, 0.295907415793411)	(128, 0.340572577580723)	(130, 0.387885401660531)	(132, 0.43975350858390905)	(134, 0.5008913093408989)	(136, 0.5720273424334184)	(138, 0.6478912069620673)
SRR36750779_2 - polya	(1, 0.0044095751431865735)	(2, 0.008201809766327027)	(3, 0.01763063174641032)	(4, 0.031231295253264908)	(5, 0.04494699115515915)	(6, 0.057217113292721784)	(7, 0.06949106984345241)	(8, 0.08775054534941282)	(9, 0.10781219504432774)	(10, 0.13363696773072908)	(12, 0.15988160865902518)	(14, 0.19159028835170464)	(16, 0.22545007383162555)	(18, 0.2537135332928675)	(20, 0.28088035058806476)	(22, 0.30696394616330536)	(24, 0.3329229233105863)	(26, 0.3572043446968724)	(28, 0.380646029599369)	(30, 0.4021896799837114)	(32, 0.4233057932998231)	(34, 0.44303001463595504)	(36, 0.46094055854362853)	(38, 0.47771803336016144)	(40, 0.49572443759703466)	(42, 0.5129198634488783)	(44, 0.5298430459657948)	(46, 0.5458210456368021)	(48, 0.5613810942724987)	(50, 0.5764388347831888)	(52, 0.5917438949432142)	(54, 0.6098212358236952)	(56, 0.6248923967804734)	(58, 0.6393634720764613)	(60, 0.6536485783338017)	(62, 0.6690840085415388)	(64, 0.684134080225893)	(66, 0.6997497278525253)	(68, 0.7143128290645451)	(70, 0.7277294407393362)	(72, 0.7410808673902716)	(74, 0.7535062832611377)	(76, 0.7657303924406845)	(78, 0.7789341941846524)	(80, 0.7908975632687758)	(82, 0.803949905692608)	(84, 0.8193527433884172)	(86, 0.8345926185245869)	(88, 0.8479766376874501)	(90, 0.8616060592930646)	(92, 0.8745031079835933)	(94, 0.8886540097800542)	(96, 0.9003988173136025)	(98, 0.9110949128457059)	(100, 0.9221744496946082)	(102, 0.9338138108660368)	(104, 0.9457024088933845)	(106, 0.9563985044254879)	(108, 0.9686494544972106)	(110, 0.9797519978251208)	(112, 0.9898115807713382)	(114, 1.0002105092829225)	(116, 1.010561507629907)	(118, 1.021418648515066)	(120, 1.0324943509508002)	(122, 1.0425002521126658)	(124, 1.0535203555574641)	(126, 1.0653456857675403)	(128, 1.076597771209002)	(130, 1.089420048842755)	(132, 1.102875004649226)	(134, 1.1162551893989212)	(136, 1.128832064589923)	(138, 1.1401915136000884)
SRR36750779_2 - polyg	(1, 0.4599647003923755)	(2, 0.4735231853543822)	(3, 0.47392196432385303)	(4, 0.47425939268263595)	(5, 0.47455847690973907)	(6, 0.47491124292119397)	(7, 0.4753253595433367)	(8, 0.47607690452426243)	(9, 0.4769856604450757)	(10, 0.4781206467428002)	(12, 0.47999950919511447)	(14, 0.4809523608673596)	(16, 0.48137222910925437)	(18, 0.481818938243325)	(20, 0.4822062139732918)	(22, 0.4826088273559306)	(24, 0.48299610308589735)	(26, 0.4833948820553682)	(28, 0.4839451203449745)	(30, 0.48435540255394927)	(32, 0.484759933143172)	(34, 0.48511269915462696)	(36, 0.4855498222557776)	(38, 0.4860080346293522)	(40, 0.48640106197907096)	(42, 0.48677491726294986)	(44, 0.4871928682982606)	(46, 0.4876529978784192)	(48, 0.488044108021554)	(50, 0.4884371353712728)	(52, 0.48882057668807166)	(54, 0.48937273218426197)	(56, 0.48993255650678824)	(58, 0.4904482850778827)	(60, 0.4909295039304652)	(62, 0.49151616914516744)	(64, 0.4920606558150218)	(66, 0.4925092821556764)	(68, 0.4930499344123628)	(70, 0.4936634405192409)	(72, 0.494288449865623)	(74, 0.4948789494934932)	(76, 0.4955423029715552)	(78, 0.49633410929074473)	(80, 0.4972927125827419)	(82, 0.4982609019076589)	(84, 0.4992597665379198)	(86, 0.5002624655813488)	(88, 0.5012785850708658)	(90, 0.5022889529406307)	(92, 0.503496793088547)	(94, 0.5045320846439038)	(96, 0.5057245871391481)	(98, 0.5068998347751366)	(100, 0.5081306814020609)	(102, 0.5092733365261213)	(104, 0.5107706748682208)	(106, 0.51231594337492)	(108, 0.5141219519770426)	(110, 0.5158800304145652)	(112, 0.5178221606841513)	(114, 0.5198198899446733)	(116, 0.5219614096989947)	(118, 0.5242639748063718)	(120, 0.5263978257343572)	(122, 0.5286735499495583)	(124, 0.531070058179551)	(126, 0.5335796815979994)	(128, 0.5363692171777109)	(130, 0.539285288391966)	(132, 0.5426576547732117)	(134, 0.5460817857322253)	(136, 0.549467572559559)	(138, 0.5528035120157089)
SRR36750780_1 - illumina_universal_adapter	(1, 0.0)	(2, 3.405374484605085e-06)	(3, 1.362149793842034e-05)	(4, 3.745911933065594e-05)	(5, 4.086449381526102e-05)	(6, 4.767524278447119e-05)	(7, 4.767524278447119e-05)	(8, 5.448599175368136e-05)	(9, 5.448599175368136e-05)	(10, 8.343167487282458e-05)	(12, 0.00010897198350736273)	(14, 0.0001515391645649263)	(16, 0.0002281600904685407)	(18, 0.00027072727152610424)	(20, 0.00032180788879518054)	(22, 0.00039672612745649243)	(24, 0.0005193196089022755)	(26, 0.0006691560862248993)	(28, 0.0007985603166398925)	(30, 0.000994369349504685)	(32, 0.0011969891313386874)	(34, 0.0014047169748995975)	(36, 0.0016107421312182052)	(38, 0.0018474156578982587)	(40, 0.0021011160570013378)	(42, 0.0023718433285274416)	(44, 0.002714083464230253)	(46, 0.0029797026740294493)	(48, 0.0033100239990361425)	(50, 0.003669291007161979)	(52, 0.0040234499535609074)	(54, 0.004352068591325298)	(56, 0.0046500388587282435)	(58, 0.005014413928580988)	(60, 0.0054451938008835315)	(62, 0.005889595171124495)	(64, 0.006366347598969207)	(66, 0.006895883331325297)	(68, 0.0073879599443507325)	(70, 0.007898766117041496)	(72, 0.008538976520147252)	(74, 0.009226862166037478)	(76, 0.010059476227523421)	(78, 0.010929549408340022)	(80, 0.01187964888954484)	(82, 0.013080043395368134)	(84, 0.014261708341526097)	(86, 0.01567493875263721)	(88, 0.01736400449700133)	(90, 0.019504282360575626)	(92, 0.022150258335113776)	(94, 0.025497741453480577)	(96, 0.02943946241941096)	(98, 0.03421890550855419)	(100, 0.03981053041227575)	(102, 0.04678984541847387)	(104, 0.055585927712208806)	(106, 0.06614088592724227)	(108, 0.07866415059437748)	(110, 0.09325958563539485)	(112, 0.11072745405417664)	(114, 0.13195485590396244)	(116, 0.15653655162108426)	(118, 0.18473475504085668)	(120, 0.21607611910991956)	(122, 0.2532253493624764)	(124, 0.2962352291030387)	(126, 0.3451108663933331)	(128, 0.4007614962207494)	(130, 0.46245326038385515)	(132, 0.5301350782653813)	(134, 0.6049749933135472)	(136, 0.6889123662973357)	(138, 0.7792739782463316)
